university,program,decision,term,citizenship,gpa_raw,gre_total,institution_clean
McGill University,Computer Science Masters,Rejected,F14,International,3.8,151.0,mcgill university
Columbia University,Computer Science Masters,Rejected,F14,International,3.7,162.0,columbia university
University of California (UCSC),Computer Science Masters,Rejected,F14,International,3.88,164.0,university of california ucsc
University of California (UCSC),Computer Science Masters,Rejected,F14,International,3.82,158.0,university of california ucsc
University of California (UCSC),Computer Science Masters,Rejected,F14,American,3.5,163.0,university of california ucsc
Carnegie Mellon University,Computer Science Masters,Rejected,F14,International,3.8,164.0,carnegie mellon university
University of California,Computer Science Masters,Rejected,F14,American,3.66,166.0,university of california
University of California,Computer Science Masters,Rejected,F14,American,3.54,162.0,university of california
"University Of California, Berkeley(UCB)",Computer Science Masters,Rejected,F14,International,3.89,164.0,university of california berkeleyucb
University of California,Computer Science Masters,Rejected,F14,International,3.77,170.0,university of california
Princeton University,Computer Science Masters,Rejected,F14,American,3.54,162.0,princeton university
University of California,Computer Science Masters,Rejected,F14,American,3.9,170.0,university of california
University of California,Computer Science Masters,Rejected,F14,International,3.28,161.0,university of california
University of California,Computer Science Masters,Rejected,F14,American,3.5,162.0,university of california
University of California,Computer Science Masters,Rejected,F14,International,4.0,168.0,university of california
University of California,Computer Science Masters,Rejected,F14,International,3.98,161.0,university of california
UCB,Computer Science Masters,Rejected,F14,American,3.88,167.0,ucb
Princeton University,Computer Science Masters,Rejected,F14,American,3.86,164.0,princeton university
Carnegie Mellon University,Computer Science Masters,Rejected,F14,International,3.88,165.0,carnegie mellon university
Carnegie Mellon University,Computer Science Masters,Rejected,F14,International,3.85,166.0,carnegie mellon university
Carnegie Mellon University,Computer Science Masters,Rejected,F14,International,3.5,800.0,carnegie mellon university
"University Of Wisconsin, Madison",Computer Science Masters,Rejected,F14,International,4.0,165.0,university of wisconsin madison
CMU,Computer Science Masters,Rejected,F14,International,3.67,169.0,cmu
Carnegie Mellon University,Computer Science Masters,Rejected,F14,International,3.97,147.0,carnegie mellon university
CMU,Computer Science Masters,Rejected,F14,International,3.2,161.0,cmu
Carnegie Mellon University,Computer Science Masters,Rejected,S14,American,3.54,162.0,carnegie mellon university
University of Wisconsin,Computer Science Masters,Rejected,F14,International,3.5,162.0,university of wisconsin
Carnegie Mellon University,Computer Science Masters,Rejected,F14,International,4.0,167.0,carnegie mellon university
Carnegie Mellon University,Computer Science Masters,Rejected,F14,International,3.55,164.0,carnegie mellon university
Univeresity Of Wisconsin Madison,Computer Science Masters,Rejected,F14,International,3.95,166.0,univeresity of wisconsin madison
UW Madison,Computer Science Masters,Rejected,F14,International,3.2,167.0,uw madison
Wisconsin Madison,Computer Science Masters,Rejected,F14,International,3.3,164.0,wisconsin madison
Carnegie Mellon University,Computer Science [RI] Masters,Rejected,F14,International,3.8,163.0,carnegie mellon university
Yale University,Computer Science Masters,Rejected,F14,International,3.8,170.0,yale university
Carnegie Mellon University,"Computer Science, Machine Learning Masters",Rejected,F14,International,3.6,168.0,carnegie mellon university
Carnegie Mellon University,Computer Science Machine Learning Masters,Rejected,F14,International,3.55,164.0,carnegie mellon university
Carnegie Mellon University,Computer Science Machine Learning Masters,Rejected,F14,International,3.68,147.0,carnegie mellon university
Northeastern University,Computer Science Masters,Rejected,F14,International,2.19,160.0,northeastern university
Yale University,Computer Science Masters,Rejected,F14,International,3.8,170.0,yale university
Yale University,Computer Science Masters,Rejected,F14,International,3.67,154.0,yale university
Yale University,Computer Science Masters,Rejected,F14,International,3.6,170.0,yale university
Carnegie Mellon University,"Computer Science, RI Masters",Rejected,F14,International,3.72,170.0,carnegie mellon university
Purdue University,Computer Science Masters,Rejected,F14,International,3.3,161.0,purdue university
University of Washington,Computer Science Masters,Rejected,F14,International,3.67,166.0,university of washington
McGill University,Computer Science Masters,Rejected,F14,International,3.85,163.0,mcgill university
North Carolina State University,Computer Science Masters,Rejected,F14,International,3.6,165.0,north carolina state university
Purdue University,Computer Science Masters,Rejected,F14,International,3.8,165.0,purdue university
Purdue University,Computer Science Masters,Rejected,F14,International,3.82,157.0,purdue university
Purdue University,Computer Science Masters,Rejected,F14,International,3.75,167.0,purdue university
Purdue University,Computer Science Masters,Rejected,F14,International,3.6,169.0,purdue university
University of Pennsylvania,Computer Science Masters,Rejected,F14,International,3.7,150.0,university of pennsylvania
University of Southern California,Computer Science (Intelligent Robotics) Masters,Rejected,F13,International,3.5,164.0,university of southern california
University Of Victoria (UVic),Computer Science Masters,Rejected,F13,International,3.72,162.0,university of victoria uvic
University Of Minnesota,Computer Science Masters,Rejected,F13,International,3.26,149.0,university of minnesota
University of California-Riverside,Computer Science Masters,Rejected,F13,International,3.26,149.0,university of californiariverside
UNM,Computer Science Masters,Rejected,F13,International,2.4,155.0,unm
TAMU,Computer Science and Engineering Masters,Rejected,F13,International,3.8,170.0,tamu
Carnegie Mellon University,Computer Science Masters,Rejected,F13,International,3.8,167.0,carnegie mellon university
Simon Fraser University,Computer Science Masters,Rejected,F13,International,3.2,154.0,simon fraser university
Michigan State University,Computer Science Masters,Rejected,F13,International,3.8,161.0,michigan state university
University Of Waterloo,Computer Science Masters,Rejected,F13,International,3.9,170.0,university of waterloo
Hopkins,Computer Science Masters,Rejected,F13,International,3.2,163.0,hopkins
"University of California, Irvine",Computer Science Masters,Rejected,F13,International,3.9,170.0,university of california irvine
Brown University,Computer Science Masters,Rejected,F13,American,3.65,800.0,brown university
TAMU,Computer Science Masters,Rejected,F13,International,3.08,170.0,tamu
Texas A&M (TAMU),Computer Science Masters,Rejected,F13,International,3.2,800.0,texas am tamu
University Of Waterloo,Computer Science Masters,Rejected,F13,International,3.5,154.0,university of waterloo
Oregon State,Computer Science Masters,Rejected,F13,American,3.93,157.0,oregon state
University Of Alberta,Computer Science Masters,Rejected,F13,International,3.68,161.0,university of alberta
University of California (UCLA),Computer Science Masters,Rejected,F13,International,3.6,800.0,university of california ucla
University of California (UCLA),Computer Science Masters,Rejected,F13,International,3.33,159.0,university of california ucla
University of California (UCLA),Computer Science Masters,Rejected,F13,International,3.52,169.0,university of california ucla
Oregon State University,Computer Science Masters,Rejected,F13,International,3.9,170.0,oregon state university
University Of Alberta,Computer Science Masters,Rejected,F13,International,3.9,170.0,university of alberta
New York University,Computer Science Masters,Rejected,F13,International,3.33,159.0,new york university
University Of Alberta,Computer Science Masters,Rejected,F13,International,3.89,163.0,university of alberta
University Of Alberta,Computer Science Masters,Rejected,F13,International,3.36,165.0,university of alberta
University Of Florida(UFL),Computer Science Masters,Rejected,F13,International,3.5,162.0,university of floridaufl
University of Colorado Boulder,Computer Science Masters,Rejected,F13,American,3.35,163.0,university of colorado boulder
University Of Western Ontario (UWO),Computer Science Masters,Rejected,F13,International,3.54,165.0,university of western ontario uwo
Clemson University,Computer Science Masters,Rejected,F13,International,3.38,145.0,clemson university
University of California (UCLA),Computer Science Masters,Rejected,F13,International,3.72,162.0,university of california ucla
Columbia University,Computer Science Masters,Rejected,F13,International,3.72,162.0,columbia university
UMich,Computer Science Masters,Rejected,F13,International,3.6,170.0,umich
University of California (UCLA),Computer Science Masters,Rejected,F13,International,3.3,166.0,university of california ucla
Dartmouth College,Computer Science Masters,Rejected,F13,International,3.95,170.0,dartmouth college
Boston University,Computer Science Masters,Rejected,F13,International,3.95,170.0,boston university
University of California (UCLA),Computer Science Masters,Rejected,F13,International,3.0,157.0,university of california ucla
Cornell University,Computer Science Masters,Rejected,F13,American,3.65,800.0,cornell university
Cornell University,Computer Science Masters,Rejected,F13,International,3.2,800.0,cornell university
Cornell College,Computer Science Masters,Rejected,F13,International,3.0,170.0,cornell college
University of Massachusetts Amherst,Computer Science Masters,Rejected,F13,International,3.0,170.0,university of massachusetts amherst
University of California,Computer Science Masters,Rejected,F13,American,3.89,161.0,university of california
University of California,Computer Science Masters,Rejected,F13,International,3.2,163.0,university of california
University of California,Computer Science Masters,Rejected,F13,American,3.73,170.0,university of california
University of California,Computer Science Masters,Rejected,F13,International,3.52,169.0,university of california
JHU,Computer Science Masters,Rejected,F13,International,3.33,159.0,jhu
Georgia Institute of Technology,Computer Science Masters,Rejected,F13,International,3.0,167.0,georgia institute of technology
Johns Hopkins University,Computer Science Masters,Rejected,F13,International,3.95,170.0,johns hopkins university
UPenn,Computer Science Masters,Rejected,F13,International,3.5,165.0,upenn
Vanderbilt,Computer Science Masters,Rejected,F13,International,3.73,550.0,vanderbilt
University of California,Computer Science Masters,Rejected,F13,American,3.35,163.0,university of california
Georgia Institute of Technology,Computer Science Masters,Rejected,F13,International,3.84,165.0,georgia institute of technology
Georgia Institute of Technology,Computer Science Masters,Rejected,F13,International,3.86,160.0,georgia institute of technology
Duke University,Computer Science Masters,Rejected,F13,International,3.4,170.0,duke university
Georgia Institute Of Technology,Computer Science Masters,Rejected,F13,International,3.9,167.0,georgia institute of technology
Georgia Institute Of Technology,Computer Science Masters,Rejected,F13,American,3.2,95.0,georgia institute of technology
University of Texas at Austin,Computer Science Masters,Rejected,F13,International,3.5,154.0,university of texas at austin
University of Texas at Austin,Computer Science Masters,Rejected,F13,International,3.88,800.0,university of texas at austin
University of Illinois Urbana,Computer Science Masters,Rejected,F13,International,3.0,170.0,university of illinois urbana
The Pennsylvania State University,Computer Science Masters,Rejected,F13,International,3.0,170.0,the pennsylvania state university
University of Chicago,Computer Science Masters,Rejected,F13,International,3.0,170.0,university of chicago
University of Maryland Global Campus,Computer Science Masters,Rejected,F13,International,3.0,170.0,university of maryland global campus
Purdue University,Computer Science Masters,Rejected,F13,International,3.0,170.0,purdue university
University of California,Computer Science Masters,Rejected,F13,International,3.3,169.0,university of california
Columbia University,Computer Science Masters,Rejected,F13,International,3.52,169.0,columbia university
Leland Stanford Junior University,Computer Science Masters,Rejected,F13,International,3.88,168.0,leland stanford junior university
Harvard University,Computer Science Masters,Rejected,F13,International,3.9,165.0,harvard university
Stanford University,Computer Science Masters,Rejected,F13,International,3.87,800.0,stanford university
Stanford University,Computer Science Masters,Rejected,F13,American,3.33,170.0,stanford university
Stanford University,Computer Science Masters,Rejected,F13,American,3.3,166.0,stanford university
Stanford University,Computer Science Masters,Rejected,F13,International,3.89,168.0,stanford university
Stanford University,Computer Science Masters,Rejected,F13,American,3.0,163.0,stanford university
Stanford University,Computer Science Masters,Rejected,F13,American,3.04,159.0,stanford university
Stanford University,Computer Science Masters,Rejected,F13,International,3.6,165.0,stanford university
California Berkeley,Computer Science Masters,Rejected,F13,American,3.81,170.0,california berkeley
University Of Toronto,Computer Science Masters,Rejected,F13,International,3.4,168.0,university of toronto
University Of Toronto,Computer Science Masters,Rejected,F13,International,3.8,170.0,university of toronto
University Of Toronto,Computer Science Masters,Rejected,F13,International,3.9,170.0,university of toronto
University Of Toronto,"Computer Science, Masters Masters",Rejected,F13,International,3.8,167.0,university of toronto
University of California,Computer Science Masters,Rejected,F13,International,3.72,166.0,university of california
Princeton University,Computer Science Masters,Rejected,S13,International,3.7,170.0,princeton university
University of California,Computer Science Masters,Rejected,S13,International,3.7,170.0,university of california
University of California,Computer Science Masters,Rejected,F13,American,3.7,168.0,university of california
University of California,Computer Science Masters,Rejected,F13,American,3.74,170.0,university of california
University of California,Computer Science Masters,Rejected,F13,International,3.79,168.0,university of california
University Of California Berkeley (UCB),Computer Science Masters,Rejected,F13,International,3.8,167.0,university of california berkeley ucb
University of California,Computer Science Masters,Rejected,S13,American,3.04,159.0,university of california
University of California (UCSB),Computer Science Masters,Rejected,F13,American,3.38,154.0,university of california ucsb
University of California (UCSB),Computer Science Masters,Rejected,F13,International,3.5,167.0,university of california ucsb
University of California (UCSB),Computer Science Masters,Rejected,F13,International,3.66,800.0,university of california ucsb
University Of British Columbia,Computer Science Masters,Rejected,F13,American,3.81,164.0,university of british columbia
Texas State University,Computer Science Masters,Rejected,F13,American,3.76,740.0,texas state university
"Pennsylvania State University, University Park",Computer Science Masters,Rejected,F13,International,3.8,164.0,pennsylvania state university university park
University of Illinois Urbana-Champaign,Computer Science Masters,Rejected,F13,International,3.6,167.0,university of illinois urbanachampaign
University of Texas at Austin,Computer Science Masters,Rejected,F13,International,3.5,170.0,university of texas at austin
University of Texas at Austin,Computer Science Masters,Rejected,F13,International,3.3,168.0,university of texas at austin
University of Illinois Urbana,Computer Science Masters,Rejected,F13,International,4.0,168.0,university of illinois urbana
University of Texas at Austin,Computer Science Masters,Rejected,F13,International,3.8,164.0,university of texas at austin
University of Illinois Urbana,Computer Science Masters,Rejected,F13,International,3.44,158.0,university of illinois urbana
University of Texas at Austin,Computer Science Masters,Rejected,F13,International,3.52,169.0,university of texas at austin
University of Texas at Austin,Computer Science Masters,Rejected,F13,International,3.6,165.0,university of texas at austin
University of Illinois Urbana-Champaign,Computer Science Masters,Rejected,F13,International,3.6,165.0,university of illinois urbanachampaign
University of Illinois Urbana-Champaign,Computer Science Masters,Rejected,F13,American,3.65,800.0,university of illinois urbanachampaign
University of Texas at Austin,Computer Science Masters,Rejected,F13,International,3.89,168.0,university of texas at austin
University of Illinois Urbana-Champaign,Computer Science Masters,Rejected,F13,International,3.89,168.0,university of illinois urbanachampaign
University of Illinois Urbana-Champaign,Computer Science Masters,Rejected,F13,International,3.79,168.0,university of illinois urbanachampaign
University of Illinois Urbana-Champaign,Computer Science Masters,Rejected,F13,International,3.84,165.0,university of illinois urbanachampaign
University of Illinois Urbana,Computer Science Masters,Rejected,F13,American,3.81,170.0,university of illinois urbana
University of Texas at Austin,Computer Science Masters,Rejected,F13,International,3.84,167.0,university of texas at austin
University of Texas at Austin,Computer Science Masters,Rejected,F13,American,3.76,740.0,university of texas at austin
Columbia University,Computer Science Masters,Rejected,F13,International,3.44,158.0,columbia university
Penn State University,Computer Science Masters,Rejected,F13,International,3.44,158.0,penn state university
University of Texas at Austin,Computer Science Masters,Rejected,F13,American,3.97,164.0,university of texas at austin
"Pennsylvania State University, University Park",Computer Science Masters,Rejected,F13,International,4.0,166.0,pennsylvania state university university park
California Institute of Technology,Computer Science Masters,Rejected,F13,International,3.8,169.0,california institute of technology
Carnegie Mellon University,Computer Science Masters,Rejected,F13,International,3.72,165.0,carnegie mellon university
Carnegie Mellon University,Computer Science Masters,Rejected,F13,International,3.72,152.0,carnegie mellon university
Carnegie Mellon University,Computer Science Masters,Rejected,F13,International,3.8,163.0,carnegie mellon university
Pennsylvania State University(PSU),Computer Science and Engineering Masters,Rejected,F13,International,3.6,166.0,pennsylvania state universitypsu
Harvard University,Computer Science Masters,Rejected,F13,International,3.6,165.0,harvard university
Princeton University,Computer Science Masters,Rejected,F13,American,3.81,170.0,princeton university
University of Maryland Global Campus,Computer Science Masters,Rejected,F13,American,3.81,170.0,university of maryland global campus
Yale University,Computer Science Masters,Rejected,F13,International,3.0,152.0,yale university
"University Of Maryland, College Park (UMD)",Computer Science Masters,Rejected,F13,International,3.88,168.0,university of maryland college park umd
Yale University,Computer Science Masters,Rejected,F13,International,3.95,170.0,yale university
University of Maryland,Computer Science Masters,Rejected,F13,International,3.7,162.0,university of maryland
Northeastern University,Computer Science Masters,Rejected,F13,International,3.3,168.0,northeastern university
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Rejected,S13,International,3.5,157.0,ecole polytechnique federale de lausanne epfl
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Rejected,F13,International,3.2,152.0,ecole polytechnique federale de lausanne epfl
Columbia University,Computer Science Masters,Rejected,F13,International,3.6,157.0,columbia university
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Rejected,F13,International,3.75,168.0,ecole polytechnique federale de lausanne epfl
University of Maryland,Computer Science Masters,Rejected,F13,International,3.8,164.0,university of maryland
North Carolina State University (NCSU),Computer Science Masters,Rejected,F13,International,3.2,163.0,north carolina state university ncsu
Ohio State University,Computer Science Masters,Rejected,F13,International,3.3,159.0,ohio state university
University of Maryland,Computer Science Masters,Rejected,F13,International,3.88,800.0,university of maryland
Washington State University,Computer Science Masters,Rejected,F13,International,3.0,162.0,washington state university
Kent State University,Computer Science Masters,Rejected,F13,International,3.0,162.0,kent state university
University of California (UCSC),Computer Science Masters,Rejected,F13,International,3.2,165.0,university of california ucsc
University of California (UCSC),Computer Science Masters,Rejected,F13,International,3.66,166.0,university of california ucsc
University of Wisconsin,Computer Science Masters,Rejected,F13,International,3.6,163.0,university of wisconsin
UW-Madison,Computer Science Masters,Rejected,F13,International,3.8,159.0,uwmadison
"University Of Wisconsin, Madison",Computer Science Masters,Rejected,F13,International,3.72,168.0,university of wisconsin madison
University of Wisconsin,Computer Science Masters,Rejected,F13,International,3.17,162.0,university of wisconsin
University of Wisconsin,Computer Science Masters,Rejected,F13,International,3.69,162.0,university of wisconsin
UW Madison,Computer Science Masters,Rejected,F13,International,3.6,165.0,uw madison
Princeton University,Computer Science Masters,Rejected,F13,American,3.42,162.0,princeton university
Princeton University,Computer Science Masters,Rejected,F13,American,3.76,169.0,princeton university
Princeton University,Computer Science Masters,Rejected,F13,American,3.65,160.0,princeton university
North Carolina State University,Computer Science Masters,Rejected,F13,International,3.4,163.0,north carolina state university
CMU,Computer Science Masters,Rejected,F13,International,3.2,168.0,cmu
University Of Waterloo,Computer Science Masters,Rejected,F13,International,3.54,165.0,university of waterloo
UT Arlington,Computer Science Masters,Rejected,F13,American,3.76,600.0,ut arlington
Carnegie Mellon University,Computer Science Masters,Rejected,F13,American,3.5,170.0,carnegie mellon university
Carnegie Mellon University,Computer Science Masters,Rejected,F13,International,3.95,170.0,carnegie mellon university
Carnegie Mellon,Computer Science Masters,Rejected,F13,International,3.7,168.0,carnegie mellon
Carnegie Mellon University,Computer Science Masters,Rejected,F13,International,3.84,165.0,carnegie mellon university
University of Texas,Computer Science Masters,Rejected,F13,International,3.1,730.0,university of texas
Purdue University,Computer Science Masters,Rejected,F13,American,3.65,800.0,purdue university
Purdue University West Lafayette,Computer Science Masters,Rejected,F13,International,3.7,162.0,purdue university west lafayette
Purdue University,Computer Science Masters,Rejected,F13,International,3.8,162.0,purdue university
Purdue University,Computer Science Masters,Rejected,F13,International,3.8,510.0,purdue university
Northwestern University,Computer Science Masters,Rejected,S13,American,3.9,170.0,northwestern university
George Mason University,Computer Science Masters,Rejected,S13,International,3.85,159.0,george mason university
Columbia University,Computer Science Masters,Rejected,F12,American,3.5,163.0,columbia university
Northwestern University,Computer Science Masters,Rejected,F12,International,2.9,770.0,northwestern university
"University of California, Irvine",Computer Science Masters,Rejected,F12,American,4.0,169.0,university of california irvine
Columbia University,Computer Science Masters,Rejected,F12,International,3.14,166.0,columbia university
University Of British Columbia (UBC),Computer Science Masters,Rejected,F12,International,3.34,800.0,university of british columbia ubc
"University of California, Irvine",Computer Science Masters,Rejected,F12,International,3.7,154.0,university of california irvine
"University of California, Irvine",Computer Science Masters,Rejected,F12,International,3.3,168.0,university of california irvine
University of Florida,Computer Science Masters,Rejected,F12,International,3.83,770.0,university of florida
Texas A And M (TAMU),Computer Science Masters,Rejected,F12,International,3.0,730.0,texas a and m tamu
King Abullah University Of Science And Technology (Kaust),Computer Science Masters,Rejected,F12,International,3.9,760.0,king abullah university of science and technology kaust
Simon Fraser University,Computer Science Masters,Rejected,F12,International,3.8,164.0,simon fraser university
UC San Diego UCSD,Computer Science Masters,Rejected,F12,American,3.31,161.0,uc san diego ucsd
University of California,Computer Science Masters,Rejected,F12,American,3.58,157.0,university of california
New York University (NYU),Computer Science Masters,Rejected,F12,International,3.6,158.0,new york university nyu
New York University (NUY),Computer Science Masters,Rejected,F12,International,3.6,147.0,new york university nuy
University of California,Computer Science and Engineering Masters,Rejected,F12,International,3.8,170.0,university of california
Stony Brook University,Computer Science Masters,Rejected,F12,International,3.81,165.0,stony brook university
Georgia Institute of Technology,Computer Science Masters,Rejected,F12,International,4.0,800.0,georgia institute of technology
University of California (UCLA),Computer Science Masters,Rejected,F12,International,4.0,800.0,university of california ucla
Stanford University,Computer Science Masters,Rejected,F12,International,4.0,800.0,stanford university
University of Illinois Urbana-Champaign,Computer Science Masters,Rejected,F12,International,4.0,800.0,university of illinois urbanachampaign
University Of Toronto,Computer Science Masters,Rejected,F12,International,4.0,800.0,university of toronto
Carnegie Mellon University,Computer Science Masters,Rejected,F12,International,4.0,800.0,carnegie mellon university
Georgia Institute of Technology,Computer Science Masters,Rejected,F12,International,3.11,168.0,georgia institute of technology
Boston University,Computer Science Masters,Rejected,F12,International,3.35,166.0,boston university
Boston University,Computer Science Masters,Rejected,F12,International,3.6,166.0,boston university
Boston University,Computer Science Masters,Rejected,F12,American,3.53,168.0,boston university
Rutgers University,Computer Science Masters,Rejected,F12,International,3.3,163.0,rutgers university
Georgia Institute of Technology,Computer Science Masters,Rejected,F12,International,3.2,800.0,georgia institute of technology
University of California (UCSB),Computer Science Masters,Rejected,F12,International,3.1,560.0,university of california ucsb
University Of Illinois At Chicago,Computer Science Masters,Rejected,F12,International,3.0,730.0,university of illinois at chicago
University Of Minnesota (umn),Computer Science Masters,Rejected,F12,International,3.31,155.0,university of minnesota umn
West Virginia University,Computer Science Masters,Rejected,F12,International,3.3,800.0,west virginia university
University Of Virginia,Computer Science Masters,Rejected,F12,International,3.89,800.0,university of virginia
Duke University,Computer Science Masters,Rejected,F12,International,3.11,168.0,duke university
SUNY Stony Brook,Computer Science Masters,Rejected,F12,International,3.8,160.0,suny stony brook
University Of California Santa Diego (UCSD),Computer Science Masters,Rejected,F12,International,3.2,800.0,university of california santa diego ucsd
University of Maryland Global Campus,Computer Science Masters,Rejected,F12,International,3.2,800.0,university of maryland global campus
University of California (UCSB),Computer Science Masters,Rejected,F12,International,3.2,800.0,university of california ucsb
Pennsylvania State University,Computer Science Masters,Rejected,F12,International,3.2,800.0,pennsylvania state university
"Ohio State University, Columbus",Computer Science Masters,Rejected,F12,International,3.3,163.0,ohio state university columbus
Duke University,Computer Science Masters,Rejected,F12,International,3.4,790.0,duke university
SUNY Stony Brook,Computer Science Masters,Rejected,F12,International,3.3,780.0,suny stony brook
University of Wisconsin,Computer Science Masters,Rejected,F12,International,3.2,139.0,university of wisconsin
University of California,Computer Science Masters,Rejected,F12,American,3.53,170.0,university of california
University of California (UCSB),Computer Science Masters,Rejected,F12,American,3.76,159.0,university of california ucsb
University Of California - Los Angeles,Computer Science Masters,Rejected,F12,International,3.4,780.0,university of california los angeles
University of Wisconsin,Computer Science Masters,Rejected,F12,International,3.4,780.0,university of wisconsin
University Of Illinois Urbana-Champaign,Computer Science Masters,Rejected,F12,American,3.4,163.0,university of illinois urbanachampaign
University of California,Computer Science Masters,Rejected,F12,American,3.4,163.0,university of california
Harvard University,Computer Science Masters,Rejected,F12,International,3.7,138.0,harvard university
"University Of California, Los Angeles (UCLA)",Computer Science Masters,Rejected,F12,International,3.73,800.0,university of california los angeles ucla
Cornell University,Computer Science Masters,Rejected,F12,International,3.6,158.0,cornell university
University of California (UCLA),Computer Science Masters,Rejected,F12,International,3.71,163.0,university of california ucla
University of California (UCLA),Computer Science Masters,Rejected,F12,International,3.3,170.0,university of california ucla
"University Of California, Los Angeles (UCLA)",Computer Science Masters,Rejected,F12,International,3.3,800.0,university of california los angeles ucla
University of California (UCLA),Computer Science Masters,Rejected,F12,International,3.54,790.0,university of california ucla
University of Texas at Austin,Computer Science Masters,Rejected,F12,International,3.5,800.0,university of texas at austin
North Carolina State University Raleigh,Computer Science Masters,Rejected,F12,International,3.3,163.0,north carolina state university raleigh
University Of California Riverside.,Computer Science Masters,Rejected,F12,International,3.6,154.0,university of california riverside
Carnegie Mellon University,Computer Science - VLIS Masters,Rejected,F12,International,3.73,800.0,carnegie mellon university
University Of Illinois Champion (UIUC),Computer Science Masters,Rejected,F12,International,3.3,800.0,university of illinois champion uiuc
University of California (UCSB),Computer Science Masters,Rejected,F12,International,3.73,480.0,university of california ucsb
Columbia University,Computer Science Masters,Rejected,F12,International,3.3,163.0,columbia university
Northeastern University (NEU),Computer Science Masters,Rejected,F12,International,3.3,780.0,northeastern university neu
ีUniversity Of Marylandity Of Maryland - College Park,Computer Science Masters,Rejected,F12,International,3.54,790.0,university of marylandity of maryland college park
University of Maryland,Computer Science Masters,Rejected,F12,International,3.71,163.0,university of maryland
Illinois-Urbana Champaign (UIUC),Computer Science Masters,Rejected,F12,International,3.9,162.0,illinoisurbana champaign uiuc
University Of Illinois - Urbana-Champaign (UIUC),Computer Science Masters,Rejected,F12,International,3.6,800.0,university of illinois urbanachampaign uiuc
Stanford Univerisity,Computer Science Masters,Rejected,F12,American,3.95,790.0,stanford univerisity
University Of Illinois - Urbana-Champaign (UIUC),Computer Science Masters,Rejected,F12,International,3.71,163.0,university of illinois urbanachampaign uiuc
Stanford University,Computer Science Masters,Rejected,F12,International,3.71,163.0,stanford university
Stanford University,Computer Science Masters,Rejected,F12,American,3.6,163.0,stanford university
University Of Illinois - Urbana-Champaign (UIUC),Computer Science Masters,Rejected,F12,International,3.5,800.0,university of illinois urbanachampaign uiuc
Ohio State University (OSU),Computer Science and Engineering Masters,Rejected,F12,International,3.11,168.0,ohio state university osu
University of California (UCLA),Computer Science Masters,Rejected,F12,International,3.8,170.0,university of california ucla
"University Of Wisconsin, Madison (UW-Madison)",Computer Science Masters,Rejected,F12,International,3.6,800.0,university of wisconsin madison uwmadison
Illinois Institute Of Technology (IIT),Computer Science Masters,Rejected,F12,International,3.4,158.0,illinois institute of technology iit
U C Berkeley,"Computer Science (CS), MS Masters",Rejected,F12,American,3.85,88.0,u c berkeley
University of Massachusetts Amherst,Computer Science Masters,Rejected,F12,International,3.17,800.0,university of massachusetts amherst
University Of Toronto,Computer Science Masters,Rejected,F12,International,3.8,156.0,university of toronto
U Of Wisconsin Madison,Computer Science Masters,Rejected,F12,International,3.6,740.0,u of wisconsin madison
U Of Wisconsin Madison,Computer Science Masters,Rejected,F12,International,3.7,800.0,u of wisconsin madison
University of California (UCSB),Computer Science Masters,Rejected,F12,International,3.3,800.0,university of california ucsb
UC Berkeley (UCB),Computer Science Masters,Rejected,F12,International,3.7,800.0,uc berkeley ucb
University Of California - Berkeley (UCB),Computer Science Masters,Rejected,F12,American,3.9,800.0,university of california berkeley ucb
UC Berkeley (UCB),Computer Science Masters,Rejected,F12,American,3.6,157.0,uc berkeley ucb
UC Berkeley (UCB),Computer Science Masters,Rejected,F12,International,3.8,170.0,uc berkeley ucb
UC Berkeley (UCB),Computer Science Masters,Rejected,F12,American,3.97,800.0,uc berkeley ucb
University of California,Computer Science Masters,Rejected,F12,International,3.5,800.0,university of california
University of Wisconsin,Computer Science Masters,Rejected,F12,International,3.3,800.0,university of wisconsin
Rensselaer Polytechnic Institute (RPI),Computer Science Masters,Rejected,F12,International,3.89,160.0,rensselaer polytechnic institute rpi
University of California (UCSC),Computer Science Masters,Rejected,F12,International,3.3,168.0,university of california ucsc
University Of Toronoto,Computer Science Masters,Rejected,F12,American,3.31,164.0,university of toronoto
"Northeastern University, P.R.C",Computer Science Masters,Rejected,F12,International,3.8,800.0,northeastern university prc
University Of Toronto,Computer Science Masters,Rejected,F12,International,3.8,800.0,university of toronto
The University Of Toronto,Computer Science Masters,Rejected,F12,International,3.7,500.0,the university of toronto
University Of Toronto,Computer Science Masters,Rejected,F12,International,3.35,800.0,university of toronto
University Of Toronoto,Computer Science Masters,Rejected,F12,International,3.5,800.0,university of toronoto
The University Of Toronto,Computer Science Masters,Rejected,F12,International,3.75,800.0,the university of toronto
University of California (UCSC),Computer Science Masters,Rejected,F12,International,3.42,600.0,university of california ucsc
Princeton University,Computer Science Masters,Rejected,F12,International,3.75,800.0,princeton university
Carnegie Mellon,Computer Science (Robotics) Masters,Rejected,F12,American,3.91,164.0,carnegie mellon
Yale GASA GASA,Computer Science Masters,Rejected,F12,International,2.6,800.0,yale gasa gasa
Princeton University,Computer Science Masters,Rejected,F12,American,3.73,164.0,princeton university
