university,program,decision,term,citizenship,gpa_raw,gre_total
University of California (UCSB),Computer Science Masters,Rejected,F12,International,3.1,560.0
University Of Illinois At Chicago,Computer Science Masters,Rejected,F12,International,3.0,730.0
University Of Minnesota (umn),Computer Science Masters,Rejected,F12,International,3.31,155.0
West Virginia University,Computer Science Masters,Rejected,F12,International,3.3,800.0
University Of Virginia,Computer Science Masters,Rejected,F12,International,3.89,800.0
Duke University,Computer Science Masters,Rejected,F12,International,3.11,168.0
SUNY Stony Brook,Computer Science Masters,Rejected,F12,International,3.8,160.0
University Of California Santa Diego (UCSD),Computer Science Masters,Rejected,F12,International,3.2,800.0
University of Maryland Global Campus,Computer Science Masters,Rejected,F12,International,3.2,800.0
University of California (UCSB),Computer Science Masters,Rejected,F12,International,3.2,800.0
Pennsylvania State University,Computer Science Masters,Rejected,F12,International,3.2,800.0
"Ohio State University, Columbus",Computer Science Masters,Rejected,F12,International,3.3,163.0
Duke University,Computer Science Masters,Rejected,F12,International,3.4,790.0
SUNY Stony Brook,Computer Science Masters,Rejected,F12,International,3.3,780.0
University of Wisconsin,Computer Science Masters,Rejected,F12,International,3.2,139.0
University of California,Computer Science Masters,Rejected,F12,American,3.53,170.0
University of California (UCSB),Computer Science Masters,Rejected,F12,American,3.76,159.0
University Of California - Los Angeles,Computer Science Masters,Rejected,F12,International,3.4,780.0
University of Wisconsin,Computer Science Masters,Rejected,F12,International,3.4,780.0
University Of Illinois Urbana-Champaign,Computer Science Masters,Rejected,F12,American,3.4,163.0
University of California,Computer Science Masters,Rejected,F12,American,3.4,163.0
Harvard University,Computer Science Masters,Rejected,F12,International,3.7,138.0
"University Of California, Los Angeles (UCLA)",Computer Science Masters,Rejected,F12,International,3.73,800.0
Cornell University,Computer Science Masters,Rejected,F12,International,3.6,158.0
University of California (UCLA),Computer Science Masters,Rejected,F12,International,3.71,163.0
University of California (UCLA),Computer Science Masters,Rejected,F12,International,3.3,170.0
"University Of California, Los Angeles (UCLA)",Computer Science Masters,Rejected,F12,International,3.3,800.0
University of California (UCLA),Computer Science Masters,Rejected,F12,International,3.54,790.0
University of Texas at Austin,Computer Science Masters,Rejected,F12,International,3.5,800.0
North Carolina State University Raleigh,Computer Science Masters,Rejected,F12,International,3.3,163.0
University Of California Riverside.,Computer Science Masters,Rejected,F12,International,3.6,154.0
Carnegie Mellon University,Computer Science - VLIS Masters,Rejected,F12,International,3.73,800.0
University Of Illinois Champion (UIUC),Computer Science Masters,Rejected,F12,International,3.3,800.0
University of California (UCSB),Computer Science Masters,Rejected,F12,International,3.73,480.0
Columbia University,Computer Science Masters,Rejected,F12,International,3.3,163.0
Northeastern University (NEU),Computer Science Masters,Rejected,F12,International,3.3,780.0
ีUniversity Of Marylandity Of Maryland - College Park,Computer Science Masters,Rejected,F12,International,3.54,790.0
University of Maryland,Computer Science Masters,Rejected,F12,International,3.71,163.0
Illinois-Urbana Champaign (UIUC),Computer Science Masters,Rejected,F12,International,3.9,162.0
University Of Illinois - Urbana-Champaign (UIUC),Computer Science Masters,Rejected,F12,International,3.6,800.0
Stanford Univerisity,Computer Science Masters,Rejected,F12,American,3.95,790.0
University Of Illinois - Urbana-Champaign (UIUC),Computer Science Masters,Rejected,F12,International,3.71,163.0
Stanford University,Computer Science Masters,Rejected,F12,International,3.71,163.0
Stanford University,Computer Science Masters,Rejected,F12,American,3.6,163.0
University Of Illinois - Urbana-Champaign (UIUC),Computer Science Masters,Rejected,F12,International,3.5,800.0
Ohio State University (OSU),Computer Science and Engineering Masters,Rejected,F12,International,3.11,168.0
University of California (UCLA),Computer Science Masters,Rejected,F12,International,3.8,170.0
"University Of Wisconsin, Madison (UW-Madison)",Computer Science Masters,Rejected,F12,International,3.6,800.0
Illinois Institute Of Technology (IIT),Computer Science Masters,Rejected,F12,International,3.4,158.0
U C Berkeley,"Computer Science (CS), MS Masters",Rejected,F12,American,3.85,88.0
University of Massachusetts Amherst,Computer Science Masters,Rejected,F12,International,3.17,800.0
University Of Toronto,Computer Science Masters,Rejected,F12,International,3.8,156.0
U Of Wisconsin Madison,Computer Science Masters,Rejected,F12,International,3.6,740.0
U Of Wisconsin Madison,Computer Science Masters,Rejected,F12,International,3.7,800.0
University of California (UCSB),Computer Science Masters,Rejected,F12,International,3.3,800.0
UC Berkeley (UCB),Computer Science Masters,Rejected,F12,International,3.7,800.0
University Of California - Berkeley (UCB),Computer Science Masters,Rejected,F12,American,3.9,800.0
UC Berkeley (UCB),Computer Science Masters,Rejected,F12,American,3.6,157.0
UC Berkeley (UCB),Computer Science Masters,Rejected,F12,International,3.8,170.0
UC Berkeley (UCB),Computer Science Masters,Rejected,F12,American,3.97,800.0
University of California,Computer Science Masters,Rejected,F12,International,3.5,800.0
University of Wisconsin,Computer Science Masters,Rejected,F12,International,3.3,800.0
Rensselaer Polytechnic Institute (RPI),Computer Science Masters,Rejected,F12,International,3.89,160.0
University of California (UCSC),Computer Science Masters,Rejected,F12,International,3.3,168.0
University Of Toronoto,Computer Science Masters,Rejected,F12,American,3.31,164.0
"Northeastern University, P.R.C",Computer Science Masters,Rejected,F12,International,3.8,800.0
University Of Toronto,Computer Science Masters,Rejected,F12,International,3.8,800.0
The University Of Toronto,Computer Science Masters,Rejected,F12,International,3.7,500.0
University Of Toronto,Computer Science Masters,Rejected,F12,International,3.35,800.0
University Of Toronoto,Computer Science Masters,Rejected,F12,International,3.5,800.0
The University Of Toronto,Computer Science Masters,Rejected,F12,International,3.75,800.0
University of California (UCSC),Computer Science Masters,Rejected,F12,International,3.42,600.0
Princeton University,Computer Science Masters,Rejected,F12,International,3.75,800.0
Carnegie Mellon,Computer Science (Robotics) Masters,Rejected,F12,American,3.91,164.0
Yale GASA GASA,Computer Science Masters,Rejected,F12,International,2.6,800.0
Princeton University,Computer Science Masters,Rejected,F12,American,3.73,164.0
Yale University,Computer Science Masters,Rejected,F12,International,3.46,800.0
Princeton University,Computer Science Masters,Rejected,F12,International,3.66,790.0
Princeton University,Computer Science Masters,Rejected,F12,American,3.9,161.0
Princeton University,Computer Science Masters,Rejected,F12,International,3.75,800.0
Carnegie Mellon University,Computer Science Masters,Rejected,F12,International,3.3,800.0
Carnegie Mellon University,Computer Science Masters,Rejected,F12,International,3.4,162.0
Carnegie Mellon University,Computer Science Masters,Rejected,F12,International,3.8,770.0
Carnegie Mellon University,Computer Science Masters,Rejected,F12,International,3.75,800.0
University Of Waterloo,Computer Science Masters,Rejected,F12,International,3.4,760.0
ETH Zurich,Computer Science Masters,Rejected,F12,International,3.8,800.0
Northeastern University,Computer Science Masters,Rejected,F12,International,3.2,790.0
Clemson University,Computer Science Masters,Rejected,F12,International,3.38,410.0
The University Of Virginia (UVA),Computer Science Masters,Rejected,F12,International,2.9,720.0
Rutgers (State University Of New Jersey) New Brunswick,Computer Science Masters,Rejected,F11,International,3.5,800.0
University Of Southern California (USC),Computer Science Masters,Rejected,F11,International,3.5,800.0
Simon Fraser University (SFU),Computer Science Masters,Rejected,F11,International,3.9,740.0
University Of Western Ontario (UWO),Computer Science Masters,Rejected,F11,International,3.55,750.0
Northeastern University,Computer Science Masters,Rejected,F11,International,2.87,620.0
Queens University (Ontario),Computer Science Masters,Rejected,F11,International,3.55,800.0
Simon Fraser University (SFU),Computer Science Masters,Rejected,F11,International,3.53,790.0
University Of Waterloo,Computer Science Masters,Rejected,F11,International,3.6,800.0
University Of Saskatchewan,Computer Science Masters,Rejected,F11,International,3.97,800.0
OSU,Computer Science Masters,Rejected,F11,International,3.12,800.0
"University Of Minnesota, Twin Cities (UMN)",Computer Science Masters,Rejected,F11,International,3.6,800.0
"University Of Florida, Gainesville (UFL)",Computer Science Masters,Rejected,F11,International,3.6,800.0
Georgia Institute of Technology,Computer Science Masters,Rejected,F11,International,3.6,800.0
U Michigan,Computer Science & Engineering (CSE) Masters,Rejected,F11,International,3.2,800.0
Rice Universiry,Computer Science Masters,Rejected,F11,International,3.0,780.0
Rensselaer Polytechnic Institute (RPI),Computer Science Masters,Rejected,F11,International,3.12,550.0
Georgia Institute of Technology,Computer Science Masters,Rejected,F11,International,3.77,770.0
Cornell University,Computer Science Masters,Rejected,F11,International,3.1,780.0
University Of British Columbia (UBC),Computer Science Masters,Rejected,F11,International,3.52,790.0
Penn State Univ.(PSU) University Park,Computer Science Masters,Rejected,F11,International,3.0,710.0
University Of Columbia (FFSEAS),Computer Science Masters,Rejected,F11,International,3.0,710.0
Yale Graduate School Of Arts And Sciences,Computer Science Masters,Rejected,F11,International,3.0,710.0
University of California (UCSC),Computer Science Masters,Rejected,F11,International,3.0,710.0
North Carolina Sate University (NCSU),Computer Science Masters,Rejected,F11,International,3.0,710.0
University of California (UCSB),Computer Science Masters,Rejected,F11,International,3.0,710.0
University of California,Computer Science Masters,Rejected,F11,International,3.0,710.0
The University Of Virginia (UVA),Computer Science Masters,Rejected,F11,International,3.0,710.0
Calgary,Computer Science Masters,Rejected,F11,International,3.2,800.0
University Of California - Los Angeles (UCLA),Computer Science Masters,Rejected,F11,International,3.92,800.0
Purdue University,Computer Science Masters,Rejected,F11,International,3.97,400.0
Purdue University,Computer Science Masters,Rejected,F11,International,3.77,770.0
"University Of Californa, Los Angeles (UCLA)",Computer Science Masters,Rejected,F11,International,3.77,770.0
"Universtiry Of California, San Diego",Computer Science Masters,Rejected,F11,International,3.8,790.0
University Of Toronto,Computer Science Masters,Rejected,F11,International,3.9,800.0
SUNY Stony Brook,Computer Science and Engineering Masters,Rejected,F11,International,3.3,750.0
"University Of California, San Diego (UCSD)",Computer Science and Engineering Masters,Rejected,S11,International,3.1,580.0
University of California,Computer Science Masters,Rejected,F11,International,3.77,770.0
Duke University,Computer Science Masters,Rejected,F11,International,3.4,800.0
University of California,Computer Science Masters,Rejected,F11,American,3.63,660.0
"University Of Californa, Los Angeles (UCLA)",Computer Science Masters,Rejected,F11,International,3.4,800.0
University If Toronto,Computer Science Masters,Rejected,F11,International,3.7,770.0
"University Of Californa, Los Angeles (UCLA)",Computer Science Masters,Rejected,F11,International,3.6,800.0
"University Of Californa, Los Angeles (UCLA)",Computer Science Masters,Rejected,F11,International,3.6,800.0
University of California (UCSB),Computer Science Masters,Rejected,F11,International,3.66,800.0
Georgia Institute Of Technology,Computer Science Masters,Rejected,F11,International,3.9,800.0
Georgia Institute Of Technology,Computer Science Masters,Rejected,F11,International,3.2,770.0
University Of Wisconsin -Madison,Computer Science Masters,Rejected,F11,International,3.6,800.0
Stanford University,Computer Science Masters,Rejected,F11,International,3.95,790.0
Stony Brook University,Computer Science Masters,Rejected,F11,International,3.98,740.0
Columbia FFSEAS,Computer Science Masters,Rejected,F11,International,3.72,750.0
Stanford University,Computer Science Masters,Rejected,F11,International,3.77,770.0
Stanford University,"Computer Science (CS), MS Masters",Rejected,F11,International,3.7,800.0
Stanford University,Computer Science Masters,Rejected,F11,American,3.71,770.0
Stanford University,Computer Scienced Computer Science Masters,Rejected,F11,International,3.7,470.0
Stanford University,Computer Science Masters,Rejected,S11,American,3.3,740.0
Stanford University,Computer Science Masters,Rejected,F11,International,3.67,800.0
Stanford University,Computer Science Masters,Rejected,F11,International,3.92,700.0
Stanford University,Computer Science Masters,Rejected,F11,American,3.9,800.0
Penn State Univ.(PSU) University Park,Computer Science Masters,Rejected,F11,International,3.77,770.0
University Of Toronto,Computer Science Masters,Rejected,F11,International,3.52,790.0
University Of Toronto,Computer Science Masters,Rejected,F11,International,3.8,790.0
University Of Toronto,Computer Science Masters,Rejected,F11,International,3.6,800.0
Univeraity Of Virginia (UVA),Computer Science Masters,Rejected,F11,International,3.77,770.0
University Of Toronto,Computer Science Masters,Rejected,F11,International,3.5,760.0
The University Of Toronto,Computer Science Masters,Rejected,F11,International,3.7,800.0
University of Texas at Austin,Computer Science Masters,Rejected,F11,International,3.2,800.0
University of Texas at Austin,Computer Science Masters,Rejected,F11,International,3.6,800.0
"University Of Wisconsin, Madison",Computer Science Masters,Rejected,F11,International,3.8,790.0
University of Texas at Austin,Computer Science Masters,Rejected,F11,International,3.65,800.0
University of Texas at Austin,Computer Science Masters,Rejected,F11,American,3.92,700.0
University of Maryland Global Campus,Computer Science Masters,Rejected,F11,International,3.7,790.0
"University Of Wisconsin, Madison",Computer Science Masters,Rejected,F11,International,3.22,450.0
"University Of Wisconsin, Madison",Computer Science Masters,Rejected,F11,International,3.4,760.0
University Of British Columbia,Computer Science Masters,Rejected,F11,International,3.2,800.0
Ecole Polytechnique Federale De Lausanne (EPFL),"Computer Science (CS), MS Masters",Rejected,F11,International,3.0,800.0
"University Of Illinois, Urbana Champaign (UIUC)",Computer Science Masters,Rejected,F11,American,3.71,770.0
University Of Illinois At Urbana-Champaign(UIUC),Computer Science Masters,Rejected,F11,International,3.65,800.0
University Of Virginia (UVA),Computer Science Masters,Rejected,F11,International,3.7,780.0
University Of Waterloo,Computer Science Masters,Rejected,F11,International,3.45,770.0
"University Of California, Berkeley (UCB)",Computer Science Masters,Rejected,F11,American,3.99,790.0
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Rejected,F11,International,3.44,740.0
University Of Maryland College Park (UMCP),Computer Science Masters,Rejected,F11,International,3.2,800.0
Yale University,Computer Science Masters,Rejected,F11,International,3.92,480.0
Carnegie Mellon University,Computer Science (LTI) Masters,Rejected,F11,American,3.3,800.0
University Of Massachusetts Amherst (UMASS),Computer Science Masters,Rejected,F11,International,3.8,750.0
Carnegie Mellon University,Computer Science (Language Technologies Institute) Masters,Rejected,F11,American,3.3,800.0
Massachusetts Institute Of Technology (MIT),Computer Science Masters,Rejected,S11,American,3.71,770.0
University of Washington,Computer Science Masters,Rejected,F11,International,3.2,710.0
University Of Waterloo (Canada),Computer Science Masters,Rejected,S11,International,3.96,800.0
Princeton University,Computer Science Masters,Rejected,F11,International,3.7,790.0
Princeton University,Computer Science (MSE) Masters,Rejected,F11,International,3.8,800.0
Swiss Federal Institute Of Technology Zurich (ETHZ),Computer Science Masters,Rejected,F11,International,3.2,770.0
University Of Pennsylvania - Computer & Information Science,Computer Science Masters,Rejected,F11,International,3.9,790.0
"University Of Washington, Seattle",Computer Science Masters,Rejected,F11,International,3.9,740.0
Northeastern University (NEU),Computer Science Masters,Rejected,F11,International,2.3,780.0
"University Of North Carolina, Chapel Hill (UNC)",Computer Science Masters,Rejected,F10,International,3.5,800.0
Univeraity Of Virginia (UVA),Computer Science Masters,Rejected,F10,International,3.6,800.0
Cornell University,Computer Science Masters,Rejected,F10,International,3.5,800.0
"University Of California, San Diego (UCSD)",Computer Science Masters,Rejected,F10,International,3.85,790.0
"University Of California, San Diego (UCSD)",Computer Science Masters,Rejected,F10,American,3.11,760.0
University of Maryland,Computer Science Masters,Rejected,F10,International,3.85,790.0
University Of Virginia (Charlottesville),Computer Science Masters,Rejected,F10,International,3.65,770.0
Columbia FFSEAS,Computer Science Masters,Rejected,F10,International,3.4,800.0
Stanford University,Computer Science Masters,Rejected,F10,American,3.75,780.0
Stanford University,Computer Science Masters,Rejected,F10,International,3.5,800.0
Stanford University,Computer Science Masters,Rejected,F10,American,3.93,800.0
Stanford University,Computer Science Masters,Rejected,F09,American,3.86,800.0
Stanford University,Computer Science Masters,Rejected,F10,American,3.48,800.0
Stanford University,Computer Science Masters,Rejected,F10,International,3.83,790.0
"University Of Illinois, Urbana Champaign (UIUC)",Computer Science Masters,Rejected,F10,International,3.8,790.0
"University Of Illinois, Urbana Champaign (UIUC)",Computer Science Masters,Rejected,F10,International,3.5,800.0
Iowa State University,Computer Science MS Masters,Rejected,F10,International,3.5,800.0
"University Of Wisconsin, Madison",Computer Science Masters,Rejected,F10,American,3.87,800.0
"University Of Wisconsin, Madison",Computer Science Masters,Rejected,F10,International,3.85,790.0
Massachusetts Institute Of Technology (MIT),Computer Science Masters,Rejected,F10,American,3.68,740.0
Massachusetts Institute Of Technology (MIT),Computer Science Masters,Rejected,F10,International,3.45,800.0
"University Of California, Berkeley (UCB)",Computer Science Masters,Rejected,F10,International,3.45,800.0
"University Of Washington, Seattle",Computer Science Masters,Rejected,F10,International,3.45,800.0
University Of Washington,Computer Science Masters,Rejected,F10,International,3.6,570.0
"University Of California, Berkeley (UCB)",Computer Science Masters,Rejected,F10,International,3.0,780.0
"University Of California, Berkeley (UCB)",Computer Science Masters,Rejected,F10,American,3.95,800.0
University Of Toronto,Computer Science Masters,Rejected,F10,International,3.4,800.0
Princeton University,Computer Science Masters,Rejected,F10,International,3.85,790.0
University Of Toronto,Computer Science Masters,Rejected,F10,International,3.86,800.0
University Of Toronto,Computer Science Masters,Rejected,F10,International,3.88,790.0
University of California,Computer Science Masters,Rejected,F18,International,3.7,162.0
North Carolina State University,Computer Science Masters,Rejected,F15,International,3.5,170.0
Yale University,Computer Science Masters,Rejected,F16,American,3.64,168.0
Texas A&M University-Central Texas,Computer Science Masters,Rejected,F20,International,3.03,167.0
Stanford University,Computer Science Masters,Rejected,F15,American,3.76,170.0
University of Alberta,Computer Science Masters,Rejected,F17,International,3.99,167.0
Stanford University,Computer Science Masters,Rejected,F19,International,3.4,168.0
Cornell University,Computer Science Masters,Rejected,F19,International,3.74,170.0
McGill University,Computer Science Masters,Rejected,F17,International,3.77,167.0
Concordia University,Computer Science Masters,Rejected,F15,International,3.6,164.0
University of Illinois Urbana-Champaign,Computer Science Masters,Rejected,F19,International,3.5,164.0
San Jose State University,Computer Science Masters,Rejected,F16,International,3.43,167.0
Carnegie Mellon University,Computer Science (Language Technologies Institute) Masters,Rejected,F16,International,3.9,164.0
University of Wisconsin,Computer Science Masters,Rejected,F16,International,3.46,157.0
Stanford University,Computer Science Masters,Rejected,F19,International,3.8,170.0
University of California-Riverside,Computer Science Masters,Rejected,F15,International,3.0,161.0
University of Texas at Austin,Computer Science Masters,Rejected,F19,International,3.86,168.0
University of New Brunswick,Computer Science Masters,Rejected,F19,International,3.52,167.0
Carnegie Mellon University,Computer Science Masters,Rejected,F15,American,3.22,159.0
New York University,Computer Science Masters,Rejected,F15,International,3.3,170.0
New Jersey Institute of Technology,Computer Science Masters,Rejected,F15,International,3.0,161.0
University of Southern California,Computer Science Masters,Rejected,F19,International,3.99,169.0
University of California,Computer Science Masters,Rejected,F15,American,3.22,159.0
University of Massachusetts Amherst,Computer Science Masters,Rejected,F15,International,3.5,163.0
University of Texas at Austin,Computer Science Masters,Rejected,F19,International,3.8,170.0
University of Pennsylvania,Computer Science Masters,Rejected,F17,International,3.6,162.0
Northeastern University,Computer Science Masters,Rejected,F19,International,3.2,169.0
University of California,Computer Science Masters,Rejected,F15,International,3.65,163.0
Columbia College,Computer Science Masters,Rejected,F15,American,3.15,158.0
Cornell University,Computer Science Masters,Rejected,F15,International,4.0,165.0
University of Minnesota Twin Cities,Computer Science Masters,Rejected,F15,International,3.6,164.0
University of Alberta,Computer Science Masters,Rejected,F16,International,3.28,163.0
University of San Diego,Computer Science Masters,Rejected,F19,International,3.99,169.0
University of California,Computer Science Masters,Rejected,F15,International,3.9,167.0
University of Wisconsin,Computer Science Masters,Rejected,F17,International,4.0,163.0
University of Wisconsin,Computer Science Masters,Rejected,F17,International,3.57,155.0
University of Pennsylvania,Computer Science Masters,Rejected,F19,International,3.2,319.0
University of Wisconsin,Computer Science Masters,Rejected,F20,International,3.9,169.0
Princeton University,Computer Science Masters,Rejected,F20,American,3.93,168.0
University of Illinois Urbana-Champaign,Computer Science Masters,Rejected,F15,International,3.6,169.0
Stanford University,Computer Science Masters,Rejected,F17,American,3.88,168.0
Concordia University,Computer Science Masters,Rejected,F15,International,3.1,169.0
Carnegie Mellon University,Computer Science Masters,Rejected,F15,International,3.77,167.0
"University of California, Irvine",Computer Science Masters,Rejected,F15,International,3.5,145.0
University of Illinois Urbana-Champaign,Computer Science Masters,Rejected,F18,International,3.9,170.0
Austin College,Computer Science Masters,Rejected,F15,International,3.9,166.0
Stanford University,Computer Science Masters,Rejected,F19,International,3.53,154.0
Johns Hopkins University,Computer Science Masters,Rejected,F19,American,3.7,170.0
"University of California, Irvine",Computer Science Masters,Rejected,F16,International,3.5,164.0
CMU LTI,Computer Science MIIS Masters,Rejected,F16,International,3.5,159.0
Stanford University,Computer Science Masters,Rejected,F15,International,3.95,163.0
University of Texas at Austin,Computer Science Masters,Rejected,F17,International,3.48,167.0
Washington University in St. Louis,Computer Science Masters,Rejected,F16,International,3.3,159.0
Johns Hopkins University,Computer Science Masters,Rejected,F19,International,3.7,168.0
Carnegie Mellon University,Computer Science Masters,Rejected,F15,American,3.82,167.0
Carnegie Mellon University,Computer Science Masters,Rejected,F15,International,3.77,165.0
Stony Brook University,Computer Science Masters,Rejected,F15,International,3.48,168.0
University of North Carolina at Chapel Hill,Computer Science Masters,Rejected,F19,International,3.4,168.0
Carnegie Mellon University,Computer Science Masters,Rejected,F17,American,3.88,168.0
Oregon State University,Computer Science Masters,Rejected,F15,International,3.14,165.0
University of California (UCSB),Computer Science Masters,Rejected,F15,International,3.2,167.0
Princeton University,Computer Science Masters,Rejected,F20,American,3.8,170.0
Carnegie Mellon University,Computer Science Masters,Rejected,F19,International,3.4,168.0
University of Texas at Austin,Computer Science Masters,Rejected,F19,American,3.62,170.0
Princeton University,Computer Science Masters,Rejected,F19,International,3.74,170.0
University of Minnesota Twin Cities,Computer Science Masters,Rejected,F17,International,3.8,168.0
Carnegie Mellon University,Computer Science MIIS Masters,Rejected,F16,International,3.8,164.0
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Rejected,F16,International,3.58,170.0
ETH Zurich,Computer Sciencel Masters,Rejected,F20,International,3.83,170.0
University of Chicago,Computer Science Masters,Rejected,F16,International,3.5,164.0
University of Illinois Urbana-Champaign,"Computer Science (Professional Master, MCS) Masters",Rejected,F16,International,3.5,159.0
UCI,Computer Science Masters,Rejected,F15,International,3.4,162.0
North Carolina State University,Computer Science Masters,Rejected,F19,International,3.44,168.0
University of Wisconsin,Computer Science Masters,Rejected,F20,International,3.9,169.0
Dartmouth College,Computer Science Masters,Rejected,F19,American,2.7,153.0
Ithaca College,Computer Science Meng Masters,Rejected,F17,International,3.44,170.0
University of California,Computer Science Masters,Rejected,F17,International,3.83,165.0
Stanford University,Computer Science Masters,Rejected,F17,International,4.0,168.0
University of Illinois Chicago (UIC),Computer Science Masters,Rejected,S16,International,3.46,165.0
McMaster University,Computer Science Masters,Rejected,F19,International,3.7,164.0
Carnegie Mellon University,Computer Science MIIS Masters,Rejected,F16,International,3.9,168.0
Purdue University,Computer Science Masters,Rejected,F15,International,3.2,167.0
University of Illinois Urbana-Champaign,Computer Science Masters,Rejected,F16,International,3.82,170.0
University of California (UCLA),Computer Science Masters,Rejected,F15,International,3.65,170.0
North Carolina State University,Computer Science Masters,Rejected,F16,International,3.45,161.0
Yale Graduate School Of Arts And Sciences,Computer Science Masters,Rejected,F19,International,3.51,170.0
Stanford University,Computer Science Masters,Rejected,F17,International,3.44,159.0
University of Wisconsin,Computer Science Masters,Rejected,F19,International,3.58,168.0
Stanford University,Computer Science Masters,Rejected,F15,International,3.88,168.0
University of California,Computer Science Masters,Rejected,F17,International,3.87,170.0
Columbia College,Computer Science Masters,Rejected,F19,International,3.3,162.0
University of Wisconsin,Computer Science Masters,Rejected,F19,International,3.9,169.0
University of California (UCLA),Computer Science Masters,Rejected,F17,American,3.67,157.0
University of Maryland,Computer Science Masters,Rejected,F19,International,3.4,164.0
Ohio University,Computer Science Masters,Rejected,F15,International,3.5,165.0
Texas A&M University,"Computer Science, Masters (F15) Masters",Rejected,F15,International,3.35,170.0
University of California (UCLA),Computer Science Masters,Rejected,F15,International,3.74,167.0
Cornell University,Computer Science M Eng Masters,Rejected,S17,International,3.5,167.0
Columbia College,Computer Science Masters,Rejected,F15,International,3.63,160.0
Leland Stanford Junior University,Computer Science Masters,Rejected,F16,American,3.0,168.0
Park University,Computer Science Masters,Rejected,F19,International,3.54,168.0
Johns Hopkins University,Computer Science Masters,Rejected,F19,American,3.2,153.0
University of Massachusetts Amherst,Computer Science Masters,Rejected,F20,International,3.8,170.0
University of California (UCSB),Computer Science Masters,Rejected,F15,International,3.2,166.0
Tamu,Computer Science Masters,Rejected,F15,International,3.7,322.0
University of North Carolina at Chapel Hill,Computer Science Masters,Rejected,F16,International,3.9,170.0
Amherst College,Computer Science Masters,Rejected,F19,International,3.8,162.0
Princeton University,Computer Science Masters,Rejected,F16,International,3.61,170.0
University of Toronto,Computer Science Machine Learning Masters,Rejected,F17,International,4.0,170.0
University of California (UCSB),Computer Science Masters,Rejected,F15,International,3.42,165.0
University of Toronto,Computer Science Masters,Rejected,F15,International,3.4,168.0
Stanford University,Computer Science Masters,Rejected,F17,American,3.95,164.0
University of Texas at Austin,Computer Science Masters,Rejected,F15,International,3.94,168.0
Stanford University,Computer Science Masters,Rejected,F18,American,3.8,170.0
University of Alberta,Computer Science Masters,Rejected,F19,International,3.7,165.0
Carnegie Mellon University,Computer Science Masters,Rejected,F18,International,3.28,170.0
University of Wisconsin,Computer Science Masters,Rejected,F20,International,3.66,169.0
Carnegie Mellon University,Computer Science Masters,Rejected,F20,American,3.96,170.0
University of Illinois Urbana-Champaign,Computer Science Masters,Rejected,F17,International,3.85,166.0
University of Colorado Boulder,Computer Science Masters,Rejected,F18,International,3.32,170.0
Yale University,Computer Science Masters,Rejected,F15,International,3.7,170.0
Gatech (Georgia Tech),Computer Science Masters,Rejected,F18,International,3.65,170.0
University of Massachusetts Amherst,Computer Science Masters,Rejected,F18,International,3.8,163.0
Penn State University,Computer Science Masters,Rejected,Spring 2019,International,3.6,143.0
Princeton University,Computer Science Masters,Rejected,F19,International,3.4,170.0
University of California,Computer Science Masters,Rejected,F15,International,3.48,168.0
Columbia College,Computer Science Masters,Rejected,F17,American,3.4,165.0
University of Colorado Boulder,Computer Science Masters,Rejected,F15,American,3.8,160.0
Columbia College,Computer Science Masters,Rejected,F15,International,3.83,800.0
University of Colorado Boulder,Computer Science Masters,Rejected,F19,International,3.4,166.0
University of Wisconsin,Computer Science Masters,Rejected,F17,International,3.93,170.0
University of Southern California,Computer Science (Game Development) Masters,Rejected,F15,International,3.5,168.0
ETH Zurich,Computer Science Masters,Rejected,F18,International,3.94,168.0
Rice University,Computer Science Masters,Rejected,F15,International,3.42,165.0
University of California (UCLA),Computer Science Masters,Rejected,F15,American,3.1,167.0
University of California,Computer Science Masters,Rejected,F17,International,3.93,170.0
The University of British Columbia,Computer Science Masters,Rejected,F19,International,3.25,164.0
Amherst College,Computer Science Masters,Rejected,F19,International,3.5,164.0
Yale University,Computer Science Masters,Rejected,F15,International,3.8,161.0
University of California (UCSB),Computer Science Masters,Rejected,F15,International,3.83,166.0
University of Toronto,Computer Science Masters,Rejected,F19,International,3.9,170.0
University of Toronto,Computer Science (MScAC) Masters,Rejected,F19,International,3.8,164.0
North Carolina State University,Computer Science Masters,Rejected,F19,International,3.4,166.0
Princeton University,Computer Science Masters,Rejected,F19,International,3.9,169.0
University of Massachusetts Amherst,Computer Science Masters,Rejected,Spring 2020,International,3.75,170.0
University of California,Computer Science Masters,Rejected,F15,International,4.0,163.0
Texas A&M University-Central Texas,Computer Science Masters,Rejected,F20,International,3.8,169.0
Brown University,Computer Science Masters,Rejected,F15,International,3.18,166.0
Stanford University,Computer Science Masters,Rejected,F15,American,3.63,161.0
University of Illinois Urbana-Champaign,Computer Science Masters,Rejected,F18,International,3.73,147.0
NYU Poly,Computer Science Masters,Rejected,F15,International,3.7,158.0
Texas College,Computer Science Masters,Rejected,F15,International,3.5,165.0
University of Colorado Boulder,Computer Science Masters,Rejected,F19,International,3.8,169.0
Texas A&M University,Computer Science Masters,Rejected,F15,International,3.15,165.0
University of Wisconsin,"Computer Science,(Thesis) Masters",Rejected,F17,International,3.2,170.0
